Date,strategy,block,log_return,mve_gamma,optimizer_success,allocation_method
2005-01-03,linear,1,-0.0084395415794169051,0.01,True,constrained_regularized_mve
2005-01-04,linear,1,-0.005975519572777606,0.01,True,constrained_regularized_mve
2005-01-05,linear,1,0.01018773397700414,0.01,True,constrained_regularized_mve
2005-01-06,linear,1,-0.010156892833657814,0.01,True,constrained_regularized_mve
2005-01-07,linear,1,0,0.01,True,constrained_regularized_mve
2005-01-10,linear,1,-0.003304182605009141,0.01,True,constrained_regularized_mve
2005-01-11,linear,1,-0.0015548492696902565,0.01,True,constrained_regularized_mve
2005-01-12,linear,1,-0.0044036111013128227,0.01,True,constrained_regularized_mve
2005-01-13,linear,1,0.00094588260554191142,0.01,True,constrained_regularized_mve
2005-01-14,linear,1,0,0.01,True,constrained_regularized_mve
2005-01-17,linear,1,0.0024255293124470457,0.01,True,constrained_regularized_mve
2005-01-18,linear,1,-0.0037580558862808518,0.01,True,constrained_regularized_mve
2005-01-19,linear,1,-0.0071592576819238859,0.01,True,constrained_regularized_mve
2005-01-20,linear,1,-0.002572986584960915,0.01,True,constrained_regularized_mve
2005-01-21,linear,1,0,0.01,True,constrained_regularized_mve
2005-01-24,linear,1,0.0017002903484787633,0.01,True,constrained_regularized_mve
2005-01-25,linear,1,0.0028380971286431308,0.01,True,constrained_regularized_mve
2005-01-26,linear,1,0.0014847621048311649,0.01,True,constrained_regularized_mve
2005-01-27,linear,1,-0.00011477312804922646,0.01,True,constrained_regularized_mve
2005-01-28,linear,1,0,0.01,True,constrained_regularized_mve
2005-01-31,linear,1,0.007096956271045474,0.01,True,constrained_regularized_mve
2005-02-01,linear,1,0.0022541677341367818,0.01,True,constrained_regularized_mve
2005-02-02,linear,1,-0.0050253264121066839,0.01,True,constrained_regularized_mve
2005-02-03,linear,1,0.00012410638111980742,0.01,True,constrained_regularized_mve
2005-02-04,linear,1,0,0.01,True,constrained_regularized_mve
2005-02-07,linear,1,0.0036758188840115046,0.01,True,constrained_regularized_mve
2005-02-08,linear,1,-0.0020461644104111604,0.01,True,constrained_regularized_mve
2005-02-09,linear,1,0.0071994568528427538,0.01,True,constrained_regularized_mve
2005-02-10,linear,1,0.0091905630463305684,0.01,True,constrained_regularized_mve
2005-02-11,linear,1,0,0.01,True,constrained_regularized_mve
2005-02-14,linear,1,0.0053619994576861495,0.01,True,constrained_regularized_mve
2005-02-15,linear,1,-0.009273660882600121,0.01,True,constrained_regularized_mve
2005-02-16,linear,1,0.00011438650782342413,0.01,True,constrained_regularized_mve
2005-02-17,linear,1,-0.003509697692429938,0.01,True,constrained_regularized_mve
2005-02-18,linear,1,0,0.01,True,constrained_regularized_mve
2005-02-21,linear,1,0.0041589490724473557,0.01,True,constrained_regularized_mve
2005-02-22,linear,1,-0.0029829945290525189,0.01,True,constrained_regularized_mve
2005-02-23,linear,1,-0.0034116837309242994,0.01,True,constrained_regularized_mve
2005-02-24,linear,1,0.010539140328014489,0.01,True,constrained_regularized_mve
2005-02-25,linear,1,0,0.01,True,constrained_regularized_mve
2005-02-28,linear,1,0.0051694713638032672,0.01,True,constrained_regularized_mve
2005-03-01,linear,1,-0.0031045869467275925,0.01,True,constrained_regularized_mve
2005-03-02,linear,1,-0.0024824066770105582,0.01,True,constrained_regularized_mve
2005-03-03,linear,1,0.015734211975624295,0.01,True,constrained_regularized_mve
2005-03-04,linear,1,0,0.01,True,constrained_regularized_mve
2005-03-07,linear,1,0.0022699448119147558,0.01,True,constrained_regularized_mve
2005-03-08,linear,1,-0.0037092599352324313,0.01,True,constrained_regularized_mve
2005-03-09,linear,1,-0.00065017076292645665,0.01,True,constrained_regularized_mve
2005-03-10,linear,1,0.0014050364532541988,0.01,True,constrained_regularized_mve
2005-03-11,linear,1,0,0.01,True,constrained_regularized_mve
2005-03-14,linear,1,0.0019585136945091319,0.01,True,constrained_regularized_mve
2005-03-15,linear,1,-0.011497154223005296,0.01,True,constrained_regularized_mve
2005-03-16,linear,1,-0.0036857348905976208,0.01,True,constrained_regularized_mve
2005-03-17,linear,1,-0.00054681814459783882,0.01,True,constrained_regularized_mve
2005-03-18,linear,1,0,0.01,True,constrained_regularized_mve
2005-03-21,linear,1,-0.0063911815273014361,0.01,True,constrained_regularized_mve
2005-03-22,linear,1,-0.0054608653952994309,0.01,True,constrained_regularized_mve
2005-03-23,linear,1,0.0014076175842279999,0.01,True,constrained_regularized_mve
